,KepID,Exoplanet Archive Disposition,Disposition Score,Orbital Period [days],Transit Epoch [BKJD],Impact Parameter,Transit Duration [hrs],Transit Depth [ppm],Planetary Radius [Earth radii],Equilibrium Temperature [K],Insolation Flux [Earth flux],Transit Signal-to-Noise,Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Radius [Solar radii],Dec [decimal degrees],Kepler-band [mag]
6795,9780149,FALSE POSITIVE,0.133,2.53021,132.0918,1.275,21.79,367.9,41.44,1543.0,1338.82,24.2,5780.0,4.178,1.296,46.517567,12.294
6796,9786017,FALSE POSITIVE,0.0,2.249000963,132.651415,0.68,9.6022,58776.0,59.61,2126.0,4838.14,1159.5,6025.0,3.8,2.293,46.521568,12.502
6798,9837659,FALSE POSITIVE,,121.62387378,207.4934505,,2.73,,,,,,,,,46.608521,12.209
6801,10879247,FALSE POSITIVE,,432.074696,481.2681,0.1559,4.763,1088.0,2.39,193.0,0.32,7.6,5183.0,4.608,0.739,48.207458,15.214
6803,10905641,FALSE POSITIVE,0.0,460.77905,533.8441,0.324,15.541,239.3,4.24,387.0,5.32,12.7,6126.0,3.731,2.717,48.388931,13.462
6804,10920086,FALSE POSITIVE,0.0,3.21318517,132.044475,0.924,15.47,2046.1,8.24,1710.0,2017.35,662.9,6712.0,4.159,1.513,48.319561,12.52
6806,10958972,FALSE POSITIVE,,331.78248134,431.8146374,,4.94,,,,,,,,,48.420395,13.789
6807,8029848,FALSE POSITIVE,0.0,1.20608769,132.0861,1.253,2.2272,1660.6,44.46,1941.0,3353.78,66.9,5657.0,4.186,1.355,43.831848,14.252
6808,8035322,FALSE POSITIVE,,613.82905,263.471,0.2616,18.18,148.2,2.85,307.0,2.1,10.2,5636.0,3.809,2.357,43.824032,13.016
6809,8036863,FALSE POSITIVE,,476.80454,158.1644,0.5619,10.65,143.6,1.12,227.0,0.63,5.7,5806.0,4.473,0.901,43.898521,13.879
6810,8037038,CONFIRMED,1.0,4.09513876,131.67784,0.97,2.462,181.7,1.75,1122.0,374.3,11.6,5858.0,4.495,0.963,43.807671,15.524
6813,8043968,FALSE POSITIVE,0.0,0.779615874,131.68006,0.699,3.932,81.5,0.83,1847.0,2735.51,22.0,5764.0,4.548,0.863,43.864319,15.292
6817,8975776,FALSE POSITIVE,,224.469892,230.1638,0.2691,2.952,458.6,2.35,323.0,2.58,5.5,5911.0,4.337,1.091,45.25124,14.918
6818,8979500,FALSE POSITIVE,,113.556471,186.2321,0.1828,2.383,278.7,6.76,651.0,42.48,7.6,4842.0,3.167,4.164,45.283661,13.316
6819,9003126,FALSE POSITIVE,,208.02789,324.5074,0.6065,10.82,255.0,1.04,196.0,0.35,8.8,4285.0,4.63,0.632,45.382992,14.487
6820,9008125,FALSE POSITIVE,,308.024953,159.18628,0.3366,2.665,352.6,3.55,345.0,3.35,10.2,5220.0,3.808,1.887,45.319191,11.879
6822,9838414,FALSE POSITIVE,0.0,1.33261458,132.0098,0.936,5.161,1335.3,3.65,1208.0,505.52,17.5,4611.0,4.551,0.76,46.613079,17.511
6825,9845362,FALSE POSITIVE,,105.895315,231.4441,0.093,2.581,1227.0,2.69,323.0,2.58,7.0,5271.0,4.548,0.781,46.616402,15.979
6826,9845931,FALSE POSITIVE,0.13,61.224558,181.701,0.571,4.103,544.2,2.76,525.0,17.89,9.7,6343.0,4.408,1.14,46.68388,15.873
6827,9847239,FALSE POSITIVE,0.0,28.507877538,132.793009,1.025,3.13331,24372.0,27.79,613.0,33.32,449.0,6131.0,4.497,0.945,46.660488,14.876
6828,9848760,FALSE POSITIVE,,444.46522,389.693,1.2803,0.767,4084.0,30.17,189.0,0.3,9.0,5134.0,4.609,0.746,46.600121,15.466
6829,9850843,FALSE POSITIVE,0.0,8.48039,135.853,0.008,6.134,133.7,1.23,969.0,208.42,12.0,6193.0,4.434,1.067,46.650639,14.863
6831,7019580,FALSE POSITIVE,,72.0153825,168.8166,0.6038,2.548,177.7,6.94,783.0,88.86,6.8,5099.0,3.299,5.032,42.551121,11.888
6832,7022603,FALSE POSITIVE,0.0,21.12752693,142.67722,0.157,2.253,51.8,20.93,2349.0,7200.22,18.4,4024.0,1.672,30.882,42.549011,8.789
6833,7024045,FALSE POSITIVE,,23.9341825,145.76028,0.0465,1.607,228.1,1.03,432.0,8.27,6.5,4415.0,4.58,0.715,42.554619,14.869
6834,7035812,FALSE POSITIVE,,87.775799,183.4282,0.8114,1.862,450.0,2.44,409.0,6.61,6.3,5604.0,4.375,1.025,42.550739,15.429
6835,7038988,FALSE POSITIVE,,65.67350728,189.2618327,,2.73,,,,,,,,,42.56181,15.528
6836,7041972,FALSE POSITIVE,,222.06409878,339.0218658,,2.89,,,,,,,,,42.519218,14.017
6837,7047299,FALSE POSITIVE,0.0,35.882272887,165.5325652,0.858,3.95004,101230.0,35.21,512.0,16.3,3096.9,5840.0,4.57,0.812,42.578369,14.295
6838,8075618,FALSE POSITIVE,0.0,8.780603773,137.923785,1.127,3.16989,90028.0,52.34,775.0,85.17,1406.9,5487.0,4.563,0.832,43.976479,15.674
6842,8105398,CONFIRMED,0.999,224.150923,341.02756,0.019,12.455,348.6,2.41,369.0,4.4,34.2,6072.0,4.133,1.286,43.91362,13.093
6844,8106139,FALSE POSITIVE,,551.49832,387.3411,0.9478,40.92,1874.4,4.89,215.0,0.51,37.0,5926.0,4.532,0.887,43.909351,15.536
6845,8108437,FALSE POSITIVE,0.0,351.2878737,207.294303,0.712,11.2066,134630.0,38.47,252.0,0.96,1002.8,5911.0,4.519,0.914,43.99353,15.703
6847,9016592,FALSE POSITIVE,,46.50446209,142.7268259,,1.37,,,,,,,,,45.354191,15.682
6849,9024568,FALSE POSITIVE,,124.091252,135.5509,0.031,2.172,281.4,1.3,305.0,2.04,5.7,5275.0,4.571,0.792,45.371311,14.152
6855,9875101,FALSE POSITIVE,,212.771978,328.1461,0.2065,2.115,1239.0,2.84,255.0,1.0,6.9,5122.0,4.505,0.824,46.757889,15.788
6857,9896438,FALSE POSITIVE,0.0,18.0766788,146.25271,0.822,3.06,28831.0,19.47,694.0,54.73,26.6,5780.0,4.438,1.0,46.796848,16.667
6858,9899514,FALSE POSITIVE,0.0,1.33255577,132.0672,0.199,4.282,126.5,0.97,1420.0,961.41,15.4,5122.0,4.469,0.881,46.745941,15.916
6859,9899607,FALSE POSITIVE,0.0,1.33259275,132.01197,0.833,4.014,79.1,0.97,1703.0,1983.27,15.9,6091.0,4.487,0.967,46.775841,15.3
6860,9908486,FALSE POSITIVE,0.013,36.6092739,138.77398,0.26,1.835,1102.0,52.42,1623.0,1640.55,7.6,4770.0,2.319,16.114,46.721958,13.823
6863,7107567,FALSE POSITIVE,0.568,0.812592362,131.55642,1.007,1.5646,6945.8,25.84,2912.0,16928.43,226.6,7117.0,4.153,1.64,42.69556,14.235
6864,7109680,FALSE POSITIVE,,81.871309,169.94965,0.1996,1.606,98.2,1.12,480.0,12.59,5.4,6343.0,4.375,1.115,42.674389,12.869
6865,7115671,FALSE POSITIVE,0.0,0.566805859,131.80997,0.724,3.835,61.1,1.25,2858.0,15850.69,21.5,6413.0,4.203,1.494,42.62439,13.857
6866,7123580,FALSE POSITIVE,,326.36595188,253.1342058,,3.75,,,,,,,,,42.699532,14.983
6867,7123614,FALSE POSITIVE,,520.58269,221.425,0.045,2.264,348.0,1.94,244.0,0.83,6.0,6210.0,4.45,1.033,42.67226,14.027
6872,8155368,FALSE POSITIVE,0.0,0.718643659,131.889141,0.922,2.51246,124930.0,50.85,2002.0,3813.75,575.0,5853.0,4.483,0.934,44.049191,15.121
6874,8179747,FALSE POSITIVE,0.0,17.946328114,136.9472719,0.774,8.15905,102990.0,66.65,845.0,120.63,3497.6,5228.0,3.906,1.722,44.04821,14.933
6875,8192427,FALSE POSITIVE,,204.818268,209.59041,0.346,1.93,303.6,5.18,525.0,17.9,5.4,6060.0,3.65,2.93,44.07642,11.784
6878,9049550,FALSE POSITIVE,0.0,23.81490574,135.92167,0.772,1.9948,79201.0,63.1,847.0,121.57,444.4,5421.0,3.79,1.89,45.394032,14.488
6879,9049697,FALSE POSITIVE,0.0,1.3274511,131.59052,0.245,3.465,123.6,0.66,1009.0,243.87,16.6,4137.0,4.646,0.61,45.334881,15.158
6883,9087071,FALSE POSITIVE,,209.238576,321.1236,0.2683,2.245,154.7,1.43,354.0,3.72,5.4,6302.0,4.345,1.135,45.49229,13.564
6886,9911112,FALSE POSITIVE,0.0,1.166835206,131.912321,1.257,2.17596,15527.0,96.28,3457.0,33728.08,388.6,8982.0,4.111,2.123,46.75198,14.99
6887,9933600,FALSE POSITIVE,,230.70578883,260.3639847,,2.69,,,,,,,,,46.816589,14.626
6888,9934274,FALSE POSITIVE,0.0,4.99471597,136.1833,0.698,3.44,53.0,2.2,1861.0,2836.06,14.1,6409.0,3.706,2.83,46.81551,13.352
6891,9941387,FALSE POSITIVE,0.0,27.659607786,141.2478883,0.604,4.16321,318400.0,50.7,499.0,14.66,4791.0,5310.0,4.593,0.768,46.884369,14.706
6892,9941550,FALSE POSITIVE,0.0,476.727302,496.4298,0.008,9.327,1035.7,23.42,530.0,18.64,17.9,5068.0,2.827,7.417,46.816341,13.587
6895,7138841,FALSE POSITIVE,0.648,22.0495604,133.82677,0.651,3.428,134.5,1.9,912.0,163.51,15.4,6821.0,4.176,1.548,42.686958,13.454
6896,7174911,FALSE POSITIVE,,150.70039392,278.5397643,,2.82,,,,,,,,,42.779018,15.396
6897,7176424,FALSE POSITIVE,,44.48477463,142.9633835,,1.67,,,,,,,,,42.742699,15.179
6898,7184556,FALSE POSITIVE,,93.6452481,157.28348,,2.12,,,,,,,,,42.79517,15.854
6900,7189825,FALSE POSITIVE,,574.69029,392.483,0.004,4.269,276.8,1.26,191.0,0.31,7.2,5503.0,4.557,0.764,42.7136,13.873
6903,8223655,FALSE POSITIVE,0.0,280.1604956,286.93817,1.04,2.8637,12946.0,19.25,237.0,0.74,54.5,5387.0,4.581,0.799,44.118858,15.884
6904,8229361,FALSE POSITIVE,,370.46262,261.4078,0.2421,9.541,347.9,2.03,284.0,1.53,12.1,6295.0,4.401,1.08,44.17038,13.84
6905,8234889,FALSE POSITIVE,,116.301793,168.3304,0.4631,2.253,649.0,2.18,336.0,3.01,6.3,5593.0,4.552,0.842,44.13007,15.503
6906,8241258,FALSE POSITIVE,,480.19416,257.1738,0.1548,10.76,372.3,1.79,235.0,0.72,9.1,6072.0,4.51,0.923,44.110592,14.382
6907,8241736,FALSE POSITIVE,,368.49828,233.4248,0.1772,14.903,581.9,1.86,214.0,0.5,18.0,5255.0,4.527,0.783,44.131809,14.697
6908,8242350,FALSE POSITIVE,0.0,6.993576155,131.988507,1.317,21.2695,2924.0,101.15,1605.0,1569.11,643.3,6565.0,3.803,2.467,44.12981,12.594
6909,8244947,FALSE POSITIVE,,223.52131732,185.1827031,,3.27,,,,,,,,,44.167011,13.658
6910,9101279,FALSE POSITIVE,0.0,1.811461128,132.9324534,0.309,8.42343,921670.0,373.77,3438.0,33024.44,3934.3,8572.0,3.776,3.034,45.448132,13.947
6911,9108058,FALSE POSITIVE,0.0,2.17491508,131.93954,0.719,8.4418,635410.0,193.73,2009.0,3847.36,1572.0,6792.0,4.143,1.636,45.424278,14.281
6913,9116075,FALSE POSITIVE,0.0,24.5002702,154.6193,0.405,4.079,153.5,0.73,409.0,6.61,13.3,4519.0,4.688,0.597,45.448738,13.511
6915,9117123,FALSE POSITIVE,,2.16402661,133.5762679,,2.78,,,,,,,,,45.498039,15.09
6916,9118858,FALSE POSITIVE,,392.89275632,436.2879702,,4.93,,,,,,,,,45.460869,13.802
6917,9137257,FALSE POSITIVE,,114.734287,231.5017,0.3694,3.724,242.9,1.1,296.0,1.82,6.7,5083.0,4.569,0.71,45.577709,14.259
6919,9954225,FALSE POSITIVE,0.0,1.340649911,132.05521,0.561,5.0912,627630.0,127.25,2004.0,3824.87,791.0,6332.0,4.26,1.222,46.899979,14.558
6920,9957659,FALSE POSITIVE,0.0,30.69537638,155.71927,0.846,5.6634,19941.0,19.39,662.0,45.29,186.8,6185.0,4.356,1.192,46.86166,15.496
6921,9957668,FALSE POSITIVE,0.0,30.69533113,155.7207691,1.041,5.94855,88771.0,69.4,737.0,69.65,7846.3,6335.0,4.171,1.286,46.863811,12.508
6923,9967398,FALSE POSITIVE,,49.873958,167.55502,0.4119,1.351,562.0,1.5,366.0,4.26,5.7,4979.0,4.632,0.629,46.884602,15.518
6926,7192680,FALSE POSITIVE,,114.25041494,235.8523992,,2.11,,,,,,,,,42.741638,15.872
6928,7203858,FALSE POSITIVE,,407.97623,378.6999,0.0598,14.69,237.5,4.63,498.0,14.53,11.2,7612.0,3.787,2.968,42.776581,12.234
6932,7207081,FALSE POSITIVE,,239.25578975,133.1367334,,5.21,,,,,,,,,42.771709,13.816
6934,8255058,FALSE POSITIVE,0.0,6.279888981,135.296067,1.244,5.5086,1514.6,196.78,1931.0,3281.24,150.5,5057.0,3.137,6.222,44.192451,13.285
6935,8265239,FALSE POSITIVE,,37.47695717,150.6694873,,1.46,,,,,,,,,44.185116,14.508
6937,8288404,FALSE POSITIVE,0.0,519.80221867,462.625278,0.894,14.9678,77183.0,40.88,216.0,0.51,2502.9,5310.0,4.356,1.03,44.283192,12.651
6940,8300828,FALSE POSITIVE,,48.9200563,163.9628,0.6077,2.295,333.9,1.71,456.0,10.22,7.0,5375.0,4.433,0.899,44.29277,14.981
6942,9141355,CONFIRMED,0.954,469.61309,422.5089,0.906,13.709,1234.7,3.24,200.0,0.37,18.2,5474.0,4.598,0.763,45.556179,15.696
6943,9142225,FALSE POSITIVE,0.0,583.73632,174.6085,0.126,15.75,338.6,2.65,266.0,1.19,11.4,6003.0,4.176,1.442,45.571739,14.495
6944,9142334,FALSE POSITIVE,,502.658,174.6294,0.3138,19.51,216.0,0.69,116.0,0.04,10.0,3754.0,4.773,0.473,45.511349,13.676
6947,9153246,FALSE POSITIVE,,243.954706,221.2717,0.1207,2.562,291.7,1.35,257.0,1.03,5.2,5578.0,4.578,0.794,45.568192,14.43
6951,10002266,FALSE POSITIVE,0.0,12.71368909,136.9328,0.196,1.875,192.2,1.09,700.0,56.78,9.8,5715.0,4.586,0.782,46.95116,15.127
6952,10004515,FALSE POSITIVE,,25.26363805,139.3088062,,2.72,,,,,,,,,46.943699,12.231
6953,10004772,FALSE POSITIVE,0.996,1.391716834,132.09937,0.233,1.421,41.0,36.19,8346.0,1150147.99,9.7,3749.0,0.833,59.684,46.997261,13.71
6954,10006096,FALSE POSITIVE,0.0,70.516233809,142.8575773,0.587,4.09296,330180.0,52.74,390.0,5.47,3168.8,5511.0,4.531,0.789,46.92865,15.284
6955,10007492,FALSE POSITIVE,0.0,2.645596805,133.705953,1.239,2.9095,1272.7,167.05,2452.0,8539.63,166.8,4980.0,3.167,5.443,46.945202,12.375
6957,10018364,FALSE POSITIVE,,105.6327297,229.1273427,,2.73,,,,,,,,,46.994301,13.568
6958,7255910,FALSE POSITIVE,,274.553579,158.0863,0.1125,5.95,218.3,1.66,322.0,2.55,6.7,6267.0,4.334,1.118,42.89959,13.715
6959,7256460,FALSE POSITIVE,,251.02304011,194.2011858,,3.11,,,,,,,,,42.871609,13.439
6960,7258902,FALSE POSITIVE,,1.80774253,132.9483,0.9062,2.637,592.6,5.29,1822.0,2606.24,15.1,5164.0,3.88,1.779,42.80621,15.651
6963,7345136,FALSE POSITIVE,,28.7369766,153.842,0.1108,1.586,525.0,1.95,550.0,21.64,5.5,5722.0,4.547,0.854,42.907589,15.642
6964,7352727,FALSE POSITIVE,0.007,2.45649061,133.21452,0.167,2.844,287.8,14.14,3440.0,33039.62,21.0,4870.0,2.486,8.531,42.913288,10.45
6965,7375100,FALSE POSITIVE,,98.51783198,173.7083904,,1.65,,,,,,,,,42.9958,14.037
6966,8308639,FALSE POSITIVE,,457.513348,138.6556,0.9613,5.763,562.5,25.18,512.0,16.21,3.9,5047.0,2.966,7.821,44.217911,13.853
6967,8313697,FALSE POSITIVE,,224.02589924,335.8214821,,2.93,,,,,,,,,44.2831,15.496
6968,8351919,FALSE POSITIVE,,323.77153,191.0744,0.083,17.57,353.7,1.44,216.0,0.52,10.6,5196.0,4.586,0.784,44.356979,14.458
6970,8352016,FALSE POSITIVE,,40.0389613,156.35794,0.3619,1.711,109.4,0.95,517.0,16.85,5.7,5701.0,4.437,0.903,44.34819,13.699
6971,8364969,FALSE POSITIVE,0.0,22.571972634,145.0344991,1.056,4.00349,79326.0,46.14,617.0,34.24,1040.1,5645.0,4.431,0.871,44.398521,15.45
6973,8380743,FALSE POSITIVE,0.0,1.018861199,132.07252,0.358,6.5005,291210.0,93.47,2505.0,9299.2,911.3,6225.0,4.009,1.672,44.351231,14.039
6974,9159461,FALSE POSITIVE,,80.519237,164.0077,0.102,4.044,92.5,1.08,476.0,12.11,7.2,6251.0,4.378,1.119,45.500839,12.725
6975,9164003,FALSE POSITIVE,,149.356804,278.1387,0.1627,15.415,171.6,2.92,560.0,23.18,14.0,6569.0,3.842,2.203,45.535233,13.825
6978,9178502,FALSE POSITIVE,,50.47759052,141.7787075,,2.02,,,,,,,,,45.58778,12.909
6980,9180282,FALSE POSITIVE,0.0,2.79123954,131.94858,0.709,2.843,154.8,2.22,1771.0,2322.96,25.3,6407.0,4.111,1.668,45.510349,13.116
6981,9181402,FALSE POSITIVE,,223.31769215,233.6828323,,3.54,,,,,,,,,45.574299,13.705
6982,10023469,FALSE POSITIVE,0.01,44.637111,157.2998,0.029,5.868,282.5,1.28,432.0,8.22,9.4,5222.0,4.518,0.78,46.957821,15.292
6985,10074700,FALSE POSITIVE,,365.620697,238.984,0.4173,32.263,27188.0,12.75,215.0,0.5,671.1,5273.0,4.531,0.768,47.08123,14.622
6988,10096697,FALSE POSITIVE,,191.272501,293.2441,0.504,3.064,286.5,1.59,310.0,2.18,5.8,5727.0,4.43,0.918,47.079071,13.955
6992,7386200,FALSE POSITIVE,,575.42002,369.5923,0.1538,17.22,401.7,1.91,225.0,0.61,11.7,6025.0,4.448,0.949,42.993031,14.693
6997,7456380,FALSE POSITIVE,,368.72715,434.378,0.3411,5.06,426.6,1.55,215.0,0.51,6.4,5401.0,4.569,0.749,43.058811,14.598
7000,8414914,FALSE POSITIVE,0.0,100.303613,176.75827,0.388,10.578,488040.0,78.77,421.0,7.41,354.7,6060.0,4.397,1.046,44.455078,17.908
7003,8432034,FALSE POSITIVE,0.0,0.83620025,131.91663,0.56,3.7127,331280.0,65.64,1932.0,3299.29,145.4,5780.0,4.438,1.0,44.459366,20.003
7009,9216231,FALSE POSITIVE,,616.34132,154.168,0.28,12.724,1287.0,2.11,131.0,0.07,12.5,4197.0,4.659,0.588,45.64106,15.894
7014,10130646,FALSE POSITIVE,,390.40832,265.436,0.0407,7.916,251.9,0.63,115.0,0.04,8.5,3659.0,4.858,0.4,47.127609,13.974
7015,10132552,FALSE POSITIVE,,191.528018,260.9129,0.0258,2.342,171.8,1.32,334.0,2.95,6.4,6054.0,4.416,1.009,47.106468,13.337
7016,10132908,FALSE POSITIVE,,386.59946,221.2945,0.2307,3.305,380.7,1.89,259.0,1.06,5.8,6137.0,4.487,0.963,47.120701,14.79
7017,10141271,FALSE POSITIVE,0.0,15.4032765,137.9906,0.623,3.246,253.0,1.32,626.0,36.41,9.2,5272.0,4.508,0.799,47.174339,15.555
7019,10158715,FALSE POSITIVE,,61.0011095,144.84614,0.7091,1.049,408.0,2.55,536.0,19.57,4.6,6418.0,4.395,1.171,47.134892,15.227
7020,10161534,FALSE POSITIVE,,198.232389,294.73515,0.0297,1.919,416.4,2.28,352.0,3.64,5.7,6263.0,4.382,1.113,47.187271,13.991
7021,7458433,FALSE POSITIVE,0.0,0.66062715,131.8646,1.208,4.56,248.5,26.13,2327.0,6966.29,7.8,6322.0,4.426,1.075,43.06356,14.162
7023,7468295,FALSE POSITIVE,,456.5734,228.3838,0.1768,5.465,397.5,7.88,413.0,6.88,7.6,5002.0,3.216,4.042,43.060162,13.731
7024,7516073,FALSE POSITIVE,0.0,601.13797,226.686,0.057,15.26,172.8,1.81,254.0,0.99,9.9,5786.0,4.155,1.388,43.132195,13.17
7025,7538450,FALSE POSITIVE,0.0,344.06248,451.4323,0.935,15.6,136.3,5.26,589.0,28.42,17.7,7664.0,3.611,3.697,43.138699,11.566
7026,7539174,FALSE POSITIVE,,39.94344731,170.5021796,,1.71,,,,,,,,,43.171341,12.218
7028,7550875,FALSE POSITIVE,,466.90824,136.3731,0.0868,2.64,660.0,2.19,210.0,0.46,5.4,5340.0,4.456,0.867,43.178551,15.202
7029,8442463,FALSE POSITIVE,,361.30991,469.7513,0.0802,12.968,275.6,7.07,422.0,7.5,10.6,4911.0,3.354,4.419,44.445938,13.851
7030,8474892,FALSE POSITIVE,,199.4424134,240.8521,1.1877,7.2533,32172.0,56.11,344.0,3.32,486.4,5869.0,4.288,1.17,44.57719,14.372
7031,8480642,FALSE POSITIVE,0.0,31.59115876,162.501885,1.247,2.6431,1434.4,72.91,783.0,88.84,83.5,5178.0,3.714,2.295,44.544991,13.687
7032,8482513,FALSE POSITIVE,,356.99135,235.7367,0.2437,17.03,747.8,2.47,240.0,0.78,13.8,5539.0,4.467,0.913,44.592941,15.684
7033,8487777,FALSE POSITIVE,,96.120478,166.9531,0.5381,1.125,285.4,2.08,460.0,10.62,6.0,6038.0,4.245,1.186,44.53577,13.917
7034,8495232,FALSE POSITIVE,0.511,9.63647672,134.93429,0.046,2.999,47.6,2.02,1243.0,565.04,11.1,5125.0,3.631,3.007,44.534592,12.162
7035,8499922,FALSE POSITIVE,,45.680876,142.3574,0.206,2.293,350.3,14.5,1215.0,514.91,3.7,4835.0,2.608,7.917,44.527512,13.409
7036,8505674,FALSE POSITIVE,,43.169798,159.086,0.5639,9.686,120.8,1.47,615.0,33.77,6.9,5929.0,4.176,1.292,44.568977,13.158
7044,11465869,FALSE POSITIVE,,322.544807,267.9262,0.0183,11.236,88.0,0.68,219.0,0.55,12.1,5359.0,4.611,0.741,49.35994,11.697
7046,11506938,FALSE POSITIVE,0.0,22.57494749,149.09617,1.271,36.756,1344.1,49.49,860.0,129.25,302.6,6581.0,4.192,1.468,49.493408,11.612
7048,11513441,FALSE POSITIVE,0.0,85.5692223,188.06607,0.98,4.954,539.2,6.85,536.0,19.51,18.2,5361.0,3.856,1.951,49.430069,13.982
7054,11599800,FALSE POSITIVE,,422.255426,160.6562,0.3769,4.974,1935.0,5.09,277.0,1.39,17.4,6273.0,4.364,1.139,49.629608,15.17
7060,11603298,FALSE POSITIVE,,471.39698,247.0802,0.3379,10.714,329.9,1.87,265.0,1.16,13.1,6587.0,4.463,1.008,49.686501,13.731
7067,11654039,FALSE POSITIVE,,436.42852,452.2705,0.3772,13.8,163.9,1.26,245.0,0.86,9.2,5997.0,4.466,0.971,49.703049,13.298
7084,11924426,FALSE POSITIVE,0.0,64.713168094,171.3677102,0.573,5.69869,312970.0,62.03,482.0,12.8,3582.5,6175.0,4.44,0.974,50.281551,13.882
7087,11968514,FALSE POSITIVE,0.0,1.036592136,132.089545,1.25,2.296,2118.2,293.01,4194.0,73013.77,150.6,4884.0,2.737,8.747,50.307598,11.449
7097,12156805,FALSE POSITIVE,,371.54879,183.5693,0.6743,9.841,125.6,1.13,230.0,0.66,10.1,5225.0,4.41,0.954,50.791859,12.235
7098,12165063,FALSE POSITIVE,,226.499243,131.6622,0.266,1.328,127.4,0.89,245.0,0.86,4.7,5093.0,4.525,0.798,50.795456,12.059
7102,12257851,FALSE POSITIVE,0.0,2.61594288,132.415,0.711,6.45,72.1,0.92,1370.0,831.27,13.4,6063.0,4.476,1.012,50.91663,15.367
7103,12265150,FALSE POSITIVE,0.0,1.686009643,133.060575,0.566,1.1818,390.4,1.81,1442.0,1024.99,48.5,5783.0,4.539,0.88,50.906052,14.391
7107,10964747,FALSE POSITIVE,,344.961485,208.2266,0.3073,3.023,427.9,1.61,230.0,0.66,6.2,5481.0,4.51,0.775,48.407742,15.023
7116,12405436,FALSE POSITIVE,,163.820347,232.6163,0.2012,1.331,1196.0,2.59,251.0,0.93,7.0,4822.0,4.594,0.771,51.25771,15.001
7117,12417572,FALSE POSITIVE,,151.577009,194.7958,0.0653,2.59,467.9,3.67,502.0,14.96,9.3,6854.0,4.106,1.674,51.250118,13.965
7126,11037818,CONFIRMED,0.848,259.34304,165.6794,0.447,16.04,349.7,6.04,449.0,9.65,13.1,5490.0,3.629,3.204,48.524441,14.759
7128,11046870,FALSE POSITIVE,0.0,8.34410791,136.54528,0.546,1.606,255.2,1.75,993.0,229.93,9.9,6321.0,4.434,1.058,48.59779,15.067
7130,12645262,FALSE POSITIVE,,545.45623972,131.6984103,,5.91,,,,,,,,,51.736649,12.104
7131,12645761,FALSE POSITIVE,0.0,2.709570339,134.084891,1.238,5.57527,13171.0,223.75,2427.0,8211.89,900.9,5030.0,3.18,5.208,51.714401,13.368
7135,12736658,FALSE POSITIVE,0.0,0.855294909,131.6579596,1.269,2.89112,6771.6,49.03,2137.0,4916.23,870.3,5846.0,4.27,1.207,51.916302,13.683
7136,12835139,FALSE POSITIVE,,350.609298,163.1091,0.0409,1.621,369.5,3.88,405.0,6.37,3.6,6658.0,3.934,1.992,52.171055,13.329
7139,11073238,FALSE POSITIVE,,452.40428,189.0844,0.6038,17.2,216.7,1.58,256.0,1.01,8.2,6195.0,4.437,1.029,48.607632,13.752
7140,11076176,FALSE POSITIVE,0.0,0.699985822,131.840533,0.28,3.02633,389430.0,46.27,1653.0,1761.47,626.9,5264.0,4.617,0.724,48.679379,15.667
7143,11090561,FALSE POSITIVE,0.0,35.8726918,131.5668,0.963,4.402,916.3,62.51,1670.0,1837.31,24.6,5254.0,2.494,15.369,48.649578,13.375
7153,11176166,CONFIRMED,1.0,9.8788502,134.3829,0.732,2.951,454.7,2.64,1003.0,238.98,13.4,6477.0,4.361,1.148,48.802078,14.496
7158,11199233,FALSE POSITIVE,,386.22400908,506.1610851,,4.93,,,,,,,,,48.832939,14.166
7162,11338918,FALSE POSITIVE,,588.63759,246.525,0.3978,3.84,322.1,1.52,185.0,0.28,7.4,5135.0,4.479,0.849,49.190769,13.714
7165,11341314,FALSE POSITIVE,0.0,9.8338474,132.5363,0.733,14.585,57.6,0.98,946.0,188.78,23.8,5929.0,4.308,1.202,49.18824,12.792
7172,11401845,FALSE POSITIVE,0.0,1.080695116,131.86822,0.62,7.449,312770.0,155.22,3344.0,29671.05,198.8,7796.0,3.937,2.34,49.244469,14.355
7179,8517303,FALSE POSITIVE,0.0,24.0733775,141.13539,0.914,19.612,1325.7,27.78,1263.0,601.46,76.9,4647.0,2.843,6.055,44.57254,11.43
7181,10055126,CONFIRMED,0.96,232.040326,262.2531,0.61,12.235,290.8,2.05,327.0,2.71,15.2,5903.0,4.3,1.156,47.085491,13.797
7184,9285265,CONFIRMED,0.979,61.569765,182.0201,0.486,9.75,298.3,2.44,530.0,18.66,10.9,5626.0,4.149,1.389,45.74065,15.589
7188,6525209,FALSE POSITIVE,0.0,1.71029474,131.61307,0.825,2.946,158.9,1.04,1267.0,610.77,14.5,5365.0,4.586,0.729,41.904919,14.658
7189,6368175,CONFIRMED,,31.8245304,144.5289,0.681,4.17,79.0,0.8,589.0,28.37,7.7,6338.0,4.545,0.847,41.729252,13.827
7195,2309587,FALSE POSITIVE,0.003,1.838514245,132.101259,0.947,3.2601,118960.0,57.6,1572.0,1447.16,470.0,5799.0,4.326,1.055,37.659309,13.925
7196,2445134,FALSE POSITIVE,0.001,8.412008943,139.6485198,0.539,5.41096,136110.0,50.83,1100.0,345.76,5696.2,6247.0,4.225,1.314,37.738621,13.551
